AdminPermissions,AllocatorPermissions,AllowedPathPrefix,AllowedProperties,ApproversOnCreate,ApproversOnDataDelete,ApproversOnDelete,ApproversOnExtend,ApproversOnResize,AreasNum,AreasPrivateSize,AreasSharedSize,AreasSize,AreasSizeGB,AreasSizeTB,AreasUsage,AreasUsageGB,AreasUsageTB,AvailableSize,AvailableSizeGB,AvailableSizePerSharedPool,AvailableSizePerSharedPoolGB,AvailableSizePerSharedPoolTB,AvailableSizeTB,BusinessGroup,CachePermissions,CacheSize,Cell,DefaultGrace,DefaultPathPrefix,DefaultProperties,DiskSelectionStrategy,DiskSelectionStrategyCache,FSGroup,FSPermissions,FileSystemGroup,FileSystemPermissions,GlobalPathPrefix,LocalPathPrefix,MaxActiveAreas,MaxActiveSize,MaxCacheSize,MaxDisabledPeriod,MaxDuration,MaxGrace,MaxSize,MemberResources,MemberResourcesCache,Permissions,Policies,Project,QSlot,ReplicatorPermissions,RequiredProperties,SharedPools,Status,StodFSPermissions,TotalPrivateSize,TotalSharedSize,TotalSize,TotalSizeGB,TotalSizeTB,Type,User,ViewPermissions
,,,,,,,,,1,102400,0,102400,100.0,0.098,0,0.0,0.0,2642574,2580.639,0,0.0,0.0,2.52,IDG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gknap01a:* gknap01b:* ,,,,PerCMWValidation,,,,,Compliant,,34180610,0,34180610,33379.502,32.597,User,others,
jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,1,102400,0,102400,100.0,0.098,56141,54.825,0.054,2642574,2580.639,0,0.0,0.0,2.52,IDG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,204800,gknap01a:* gknap01b:* ,,kjduzink,,PerCMWValidation,,,,,Compliant,,34180610,0,34180610,33379.502,32.597,Project,,
,,,,,,,,,1,204800,0,204800,200.0,0.195,0,0.0,0.0,2642574,2580.639,0,0.0,0.0,2.52,IDG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gknap01a:* gknap01b:* ,,,,SkyCam,,,,,Compliant,,34180610,0,34180610,33379.502,32.597,User,others,
wchilins jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca wchilins,,jdkarpin iszuca wchilins,jdkarpin iszuca wchilins,jdkarpin iszuca wchilins,1,204800,0,204800,200.0,0.195,134576,131.422,0.128,2642574,2580.639,0,0.0,0.0,2.52,IDG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,204800,gknap01a:* gknap01b:* ,,kgrodzic,,SkyCam,,,,,Compliant,,34180610,0,34180610,33379.502,32.597,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,21943,21.429,0,0.0,0.0,0.021,IDG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gkefs01a.igk.intel.com:vol7 gksfiler03:* gksfiler04:* ,,,,camerapipe,,,,,Compliant,,3247554,0,3247554,3171.439,3.097,User,others,
jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,21943,21.429,0,0.0,0.0,0.021,IDG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gkefs01a.igk.intel.com:vol7 gksfiler03:* gksfiler04:* ,,pfryczke,,camerapipe,,,,,Compliant,,3247554,0,3247554,3171.439,3.097,Project,,
jdkarpin,,,,,,,,,7,3479552,0,3479552,3398.0,3.318,2607980,2546.855,2.487,0,0.0,0,0.0,0.0,0.0,IDG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,,pfryczke,,,,,,,Compliant,,0,0,0,0.0,0.0,Business Group,,
,,,,,,,,,1,51200,0,51200,50.0,0.049,0,0.0,0.0,2642574,2580.639,0,0.0,0.0,2.52,IDGZ,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gknap01a:* gknap01b:* ,,,,AndroidADSP,,,,,Compliant,,34180610,0,34180610,33379.502,32.597,User,others,
jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,1,51200,0,51200,50.0,0.049,34369,33.563,0.033,2642574,2580.639,0,0.0,0.0,2.52,IDGZ,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gknap01a:* gknap01b:* ,,zprzekop mdochtor aandrusz,,AndroidADSP,,,,,Compliant,,34180610,0,34180610,33379.502,32.597,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,2642574,2580.639,0,0.0,0.0,2.52,IDGZ,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gknap01a:* gknap01b:* ,,,,RST,,,,,Compliant,,34180610,0,34180610,33379.502,32.597,User,others,
wchilins,,/nfs/igk/disks,,jdkarpin iszuca wchilins,,jdkarpin iszuca wchilins,jdkarpin iszuca wchilins,jdkarpin iszuca wchilins,0,0,0,0,0.0,0.0,0,0.0,0.0,2642574,2580.639,0,0.0,0.0,2.52,IDGZ,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,204800,gknap01a:* gknap01b:* ,,pkabacin,,RST,,,,,Compliant,,34180610,0,34180610,33379.502,32.597,Project,,
wchilins jdkarpin,,,,,,,,,1,51200,0,51200,50.0,0.049,34369,33.563,0.033,0,0.0,0,0.0,0.0,0.0,IDGZ,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,,,,,,,,,Compliant,,0,0,0,0.0,0.0,Business Group,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap03a:vol3 ,,,,AMR,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/disks,,tlundlar tdoil,,tlundlar tdoil,tlundlar,tlundlar tdoil,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,512000,bwnap03a:vol3 ,,aloss tdoil tlundlar,,AMR,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap03a:vol1 bwnap03a:vol3 bwefs01a.ibw.intel.com:vol3 ,,,,GML,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/disks /nfs/ibw/scratch,,tdoil,,tdoil,tdoil,tdoil,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap03a:vol1 bwnap03a:vol3 bwefs01a.ibw.intel.com:vol3 ,,,,GML,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwefs01a.ibw.intel.com:* ,,,,SMemory,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/scratch,,tdoil,,tdoil,tdoil,tdoil,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,/nfs/ibw/scratch,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwefs01a.ibw.intel.com:* ,,,,SMemory,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,3,1893376,0,1893376,1849.0,1.806,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,alm,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,User,others,
asanche4 dleahy1 jvaquero,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,3,1893376,0,1893376,1849.0,1.806,618420,603.926,0.59,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,/nfs/upc/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,pmarcuel,,alm,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwsfiler07:* ,,,,amr1271,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/disks,,aloss,,aloss,aloss,aloss,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwsfiler07:* ,,,,amr1271,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap03a:vol4 ,,,,aramis,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/disks,,tdoil,,tdoil,tdoil,tdoil,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,512000,bwnap03a:vol4 ,,mkonow aloss tdoil,,aramis,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap03a:vol1 ,,,,cadlib,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/gen/adm /nfs/ibw/eda/data,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,/nfs/ibw/gen/adm,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none ,,owner:read write execute group:read write execute all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,409600,bwnap03a:vol1 ,,tdoil cadlib,,cadlib,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,6,1981440,0,1981440,1935.0,1.89,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,chimera,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,User,others,
aloss dleahy1 jvaquero,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,6,1981440,0,1981440,1935.0,1.89,1653010,1614.268,1.576,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,/nfs/upc/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,jmcodina ajfalcon,,chimera,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,2,1024000,0,1024000,1000.0,0.977,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,clereco,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,User,others,
dleahy1 jvaquero,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,2,1024000,0,1024000,1000.0,0.977,4397,4.294,0.004,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,/nfs/upc/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,sozdemir,,clereco,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap03a:vol3 ,,,,coe71,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/disks,,tdoil,,tdoil,tdoil,tdoil,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,512000,bwnap03a:vol3 ,,frichter aloss tdoil tlundlar,,coe71,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,2,819200,0,819200,800.0,0.781,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,drk,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,User,others,
asanche4 aloss dleahy1 jvaquero,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,2,819200,0,819200,800.0,0.781,372839,364.101,0.356,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,/nfs/upc/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,egibert,,drk,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,elastic,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,User,others,
,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,0,0,0,0,0.0,0.0,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,/nfs/upc/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,cmadrile,,elastic,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap03a:vol1 ,,,,gmlcad,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/proj /nfs/ibw/disks,,tdoil,,tdoil,tdoil,tdoil,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,/nfs/ibw/proj,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap03a:vol1 ,,,,gmlcad,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap03a:vol3 ,,,,husky,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/disks,,tdoil,,tdoil,tdoil,tdoil,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,bwnap03a:vol3 ,,aloss tdoil,,husky,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,12,4910081,0,4910081,4795.001,4.683,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,ibrc,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,User,others,
dleahy1 jvaquero,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,12,4910081,0,4910081,4795.001,4.683,2066703,2018.265,1.971,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,/nfs/upc/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,jmcodina cmadrile,,ibrc,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,ibrc-BSA,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,User,others,
,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,0,0,0,0,0.0,0.0,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,/nfs/upc/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,ibrc-BSA,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,icarus,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,User,others,
,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,0,0,0,0,0.0,0.0,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,/nfs/upc/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,icarus,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,1,100,0,100,0.098,0.0,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,ipfperf,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,User,others,
,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,1,100,0,100,0.098,0.0,14,0.014,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,/nfs/upc/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,ipfperf,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap03a:vol2 ,,,,jrp,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/proj /nfs/ibw/disks,,tdoil,,tdoil,tdoil,tdoil,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,0,,unlimited,/nfs/ibw/proj,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap03a:vol2 ,,,,jrp,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,,maco,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,User,others,
,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,0,0,0,0,0.0,0.0,0,0.0,0.0,15036993,14684.563,0,0.0,0.0,14.34,IL,,0,,unlimited,/nfs/upc/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,cmadrile,,maco,,,,,Compliant,,42441470,0,42441470,41446.748,40.475,Project,,
